conferenza_id,posizione,giocante_id,sv,punti,partite_giocate,partite_totali
tiferno,1,il-presidente,0,0,0,9
tiferno,2,l-indiano,0,0,0,9
tiferno,3,britanniko,0,0,0,9
tiferno,4,melkka,0,0,0,9
tiferno,5,lo-straniero,0,0,0,9
tiferno,6,pincanaglia,0,0,0,9
tiferno,7,cip-il-molkkysano,0,0,0,9
tiferno,8,pino-pal,0,0,0,9
tiferno,9,hank-scorpio,0,0,0,9
tiferno,10,pandu,0,0,0,9
