conferenza_id,posizione,giocante_id,sv,punti,partite_giocate,partite_totali
jattalavoro,2,ricbardo,13,856,9,9
jattalavoro,1,santo,14,836,9,9
jattalavoro,3,jimbo-limbo,11,803,9,9
jattalavoro,4,craxi666,10,748,9,9
jattalavoro,5,pacmark,8,760,9,9
jattalavoro,8,jimmy,6,672,8,9
jattalavoro,9,lordus,5,659,9,9
jattalavoro,6,buffalmacco,8,727,9,9
jattalavoro,10,jihadista-dadaista,4,392,7,9
jattalavoro,7,giuliezza,7,633,8,9
