conferenza_id,posizione,giocante_id,sv,punti,partite_giocate,partite_totali
adriatic-b,1,plastilino,7,360,4,7
adriatic-b,2,fileri,2,186,2,7
adriatic-b,3,el-diton,1,147,2,7
adriatic-b,4,la-megghy,1,143,2,7
adriatic-b,5,moz,1,81,1,7
adriatic-b,6,nick-lo-squartatore,0,21,1,7
adriatic-b,7,luca,0,0,0,7
adriatic-b,8,lalelale,0,0,0,7
