conferenza_id,posizione,giocante_id,sv,punti,partite_giocate,partite_totali
molkky-e-fuggi,9,cola,3,497,7,9
molkky-e-fuggi,5,latomo,6,384,4,9
molkky-e-fuggi,2,nardu,12,732,8,9
molkky-e-fuggi,4,bang,8,584,7,9
molkky-e-fuggi,1,maic,12,770,8,9
molkky-e-fuggi,10,selvaggiosud,0,0,0,9
molkky-e-fuggi,3,ale-chieppa,9,679,8,9
molkky-e-fuggi,8,pascale,4,464,7,9
molkky-e-fuggi,7,tiroalvolo,4,481,6,9
molkky-e-fuggi,6,vinz,4,537,7,9
