conferenza_id,posizione,giocante_id,sv,punti,partite_giocate,partite_totali
adriatic-a,1,dilegno,12,749,8,8
adriatic-a,2,sanjibbone,11,746,8,8
adriatic-a,3,sempre,11,695,8,8
adriatic-a,4,barbara,11,663,8,8
adriatic-a,5,jonnino,10,656,8,8
adriatic-a,6,kenzu,9,632,8,8
adriatic-a,7,armadilly,4,555,8,8
adriatic-a,8,anubi,3,457,8,8
adriatic-a,9,ka,1,197,8,8
